gr,phi2,phi3,phi1,phir,tem
0.7195485314678748,0.07536732642369745,0.025308322083361333,0.2829490103644538,0.1963753411284874,39.494949494949495
0.728031862807053,0.08035909361374279,0.026927273604457118,0.2754613595793858,0.19725227320241426,39.898989898989896
0.7341385266302941,0.08580216710967584,0.028692594738273243,0.26729674933548625,0.19820848881656467,40.3030303030303
0.7374973122134898,0.09172066406421187,0.030612107264068714,0.25841900390368217,0.1992482247680372,40.707070707070706
0.7377215077671213,0.09813438825339357,0.03269223402812764,0.24879841761990965,0.20037496009856914,41.111111111111114
0.7344194926148319,0.10505681192851313,0.034937344409247506,0.23841478210723033,0.20159106155500905,41.515151515151516
0.7272096394008112,0.1124926663790416,0.03734897287968916,0.2272610004314377,0.20289736030983166,41.91919191919192
0.7157401727081113,0.12043517342550353,0.03992492111097412,0.2153472398617447,0.20429266560177764,42.323232323232325
0.6997143355096566,0.1288630165934134,0.04265827565191786,0.20270547510987996,0.20577323264478886,42.72727272727273
0.6789206461003613,0.13773724617848407,0.04553640416599484,0.189394130732274,0.20733221892324724,43.13131313131313
0.6532671037477744,0.14699843689829434,0.048540033588636004,0.17550234465255862,0.2089591848605112,43.535353535353536
0.622816881978369,0.15656456058278043,0.051642560189009874,0.16115315912582942,0.21063972010238038,43.93939393939394
0.5878214031435334,0.16633017291079794,0.054809785808907434,0.14650474063380314,0.21235530064649155,44.343434343434346
0.5487449809563812,0.17616759327542636,0.05800030052175991,0.13174861008686056,0.21408349611595331,44.74747474747475
0.5062739837700193,0.18593070874777082,0.06116671635062837,0.1171039368783439,0.21579863802325708,45.15151515151515
0.4613035031520587,0.1954617783678003,0.06425787406523253,0.10280733244829957,0.21747301511866762,45.55555555555556
0.41489665444168267,0.2046011061398523,0.06722198036968183,0.08909834079022158,0.21907857270024433,45.95959595959596
0.3682163225229298,0.21319873292537855,0.07001039986769034,0.0762019006119321,0.22058896659499894,46.36363636363636
0.3224358219346766,0.22112654724098796,0.07258158288896907,0.06431017913851816,0.22198169073152496,46.76767676767677
0.27864165108064687,0.22828872903283054,0.0749044526592964,0.05356690645075421,0.2232399118571189,47.17171717171717
0.23774549502813097,0.23462851243684552,0.07696059862816612,0.04405723134473197,0.22435365759025674,47.57575757575758
0.2004215894111206,0.2401299874573324,0.07874486079697268,0.03580501881400123,0.22532013293169348,47.97979797979798
0.1670792985074289,0.24481484724907018,0.08026427478348225,0.028777729126394563,0.2261431488410528,48.38383838383838
0.13787164179397973,0.24873517388107408,0.08153573206953754,0.022897239178389,0.22683185487099955,48.78787878787879
0.11273220455597094,0.2519640913155711,0.08258294853477982,0.018053863026643385,0.22739909712300574,49.19191919191919
0.09142827922177493,0.25458620093120954,0.08343336246417607,0.014120698603185796,0.22785973800142875,49.5959595959596
0.07361792716116912,0.256689268499934,0.08411543843241104,0.010966097250099078,0.22822919581755602,50.0
